"hotel_id","partition","n_clusters","log_model_evidence","log_bayes_factor_partition_vs_homogeneity","posterior_probability","scaled_integration_error","integration_mode_lambda","alpha","beta","model_prior","period_scenario","source_scenario","excluded_platform","score_mode","n_platforms","n_reviews_scenario"
"HWYNN001","agoda | booking_via_agoda+priceline",2,-315.000458165421,20.375875536989,0.820340960987996,1.25143019383222e-11,1.56529610893828,0.5,0,"uniform","2024","leave_out_tripcom","tripcom","floor",3,351
"HWYNN001","agoda | booking_via_agoda | priceline",3,-316.53492370161,18.8414100007999,0.17684161893705,6.16918079818052e-12,1.68345658876235,0.5,0,"uniform","2024","leave_out_tripcom","tripcom","floor",3,351
"HWYNN001","agoda+priceline | booking_via_agoda",2,-320.674357128778,14.7019765736324,0.00281741865890485,1.6000072294123e-11,1.68845283824158,0.5,0,"uniform","2024","leave_out_tripcom","tripcom","floor",3,351
"HWYNN001","agoda+booking_via_agoda+priceline",1,-335.37633370241,0,1.16108519518955e-09,0,NA,0.5,0,"uniform","2024","leave_out_tripcom","tripcom","floor",3,351
"HWYNN001","agoda+booking_via_agoda | priceline",2,-336.892368807957,-1.51603510554696,2.54951990358331e-10,1.46071247735341e-11,2.08713421739408,0.5,0,"uniform","2024","leave_out_tripcom","tripcom","floor",3,351
"HWYNN001","agoda | booking_via_agoda+priceline",2,-319.976483019955,11.7951157547924,0.796151050618489,1.61346762809405e-11,1.70482953349129,0.5,0,"uniform","2024","leave_out_tripcom","tripcom","round",3,351
"HWYNN001","agoda | booking_via_agoda | priceline",3,-321.477950255929,10.2936485188192,0.17738485495773,8.24118372096303e-12,1.78943501908441,0.5,0,"uniform","2024","leave_out_tripcom","tripcom","round",3,351
"HWYNN001","agoda+priceline | booking_via_agoda",2,-323.380756841028,8.39084193371957,0.0264568501288849,1.71198768046641e-11,1.79463875730593,0.5,0,"uniform","2024","leave_out_tripcom","tripcom","round",3,351
"HWYNN001","agoda+booking_via_agoda+priceline",1,-331.771598774748,0,6.00401525224412e-06,0,NA,0.5,0,"uniform","2024","leave_out_tripcom","tripcom","round",3,351
"HWYNN001","agoda+booking_via_agoda | priceline",2,-333.348690373921,-1.57709159917323,1.24027962092555e-06,1.42424569688129e-11,2.10770350012957,0.5,0,"uniform","2024","leave_out_tripcom","tripcom","round",3,351
"HWYNN001","agoda+booking_via_agoda | priceline+tripcom",2,-437.147294801374,8.96037739173056,0.487251697872465,1.63971994290933e-11,1.67826523861575,0.5,0,"uniform","2025","all_sources",NA,"ceiling",4,447
"HWYNN001","agoda+booking_via_agoda | priceline | tripcom",3,-438.470463236876,7.63720895622856,0.12975037179084,3.67088206747264e-12,1.50945973664738,0.5,0,"uniform","2025","all_sources",NA,"ceiling",4,447
"HWYNN001","agoda+booking_via_agoda+priceline | tripcom",2,-438.718639898996,7.38903229410863,0.101234106959232,1.62823011968371e-11,1.67280840775553,0.5,0,"uniform","2025","all_sources",NA,"ceiling",4,447
"HWYNN001","agoda | booking_via_agoda | priceline+tripcom",3,-438.835701711491,7.27197048161378,0.0900507961576443,7.11513804137947e-12,1.6867349997584,0.5,0,"uniform","2025","all_sources",NA,"ceiling",4,447
"HWYNN001","agoda+priceline+tripcom | booking_via_agoda",2,-438.983402939187,7.12426925391793,0.0776858154347709,1.69636669571521e-11,1.71592170104977,0.5,0,"uniform","2025","all_sources",NA,"ceiling",4,447
"HWYNN001","agoda+priceline | booking_via_agoda | tripcom",3,-439.871047064221,6.23662512888404,0.0319773730382557,6.31186504356658e-12,1.64128735573433,0.5,0,"uniform","2025","all_sources",NA,"ceiling",4,447
"HWYNN001","agoda | booking_via_agoda | priceline | tripcom",4,-440.124710921975,5.98296127112997,0.0248129253875555,7.27702635235068e-11,1.55332048941662,0.5,0,"uniform","2025","all_sources",NA,"ceiling",4,447
"HWYNN001","agoda+tripcom | booking_via_agoda | priceline",3,-440.233518301054,5.87415389205051,0.0222547912676846,4.7555347105554e-12,1.53334154431717,0.5,0,"uniform","2025","all_sources",NA,"ceiling",4,447
"HWYNN001","agoda | booking_via_agoda+priceline | tripcom",3,-440.445407706916,5.66226448618931,0.0180053316613088,7.00980095221666e-12,1.68212575081033,0.5,0,"uniform","2025","all_sources",NA,"ceiling",4,447
"HWYNN001","agoda+tripcom | booking_via_agoda+priceline",2,-440.510821214685,5.59685097841992,0.0168652351192962,1.68920121254073e-11,1.71018075309363,0.5,0,"uniform","2025","all_sources",NA,"ceiling",4,447
"HWYNN001","agoda+booking_via_agoda+priceline+tripcom",1,-446.107672193105,0,6.25620403650125e-05,0,NA,0.5,0,"uniform","2025","all_sources",NA,"ceiling",4,447
"HWYNN001","agoda+booking_via_agoda+tripcom | priceline",2,-446.930533409455,-0.82286121634985,2.74755768051027e-05,1.44606718379484e-11,1.54852107756792,0.5,0,"uniform","2025","all_sources",NA,"ceiling",4,447
"HWYNN001","agoda | booking_via_agoda+priceline+tripcom",2,-448.007813739465,-1.90014154636015,9.35599359257727e-06,1.67175555293738e-11,1.81502164757937,0.5,0,"uniform","2025","all_sources",NA,"ceiling",4,447
"HWYNN001","agoda+priceline | booking_via_agoda+tripcom",2,-448.293425900325,-2.18575370722027,7.03153479677893e-06,1.63786883760259e-11,1.74290344641097,0.5,0,"uniform","2025","all_sources",NA,"ceiling",4,447
"HWYNN001","agoda | booking_via_agoda+tripcom | priceline",3,-448.608693001695,-2.50102080858989,5.13016540650122e-06,5.58895312228323e-12,1.5912823380368,0.5,0,"uniform","2025","all_sources",NA,"ceiling",4,447
"HWYNN001","agoda+priceline+tripcom | booking_via_agoda",2,-425.765305937298,23.3392664908333,0.352865670280713,1.30856285469169e-11,1.54976666904009,0.5,0,"uniform","2025","all_sources",NA,"floor",4,447
"HWYNN001","agoda | booking_via_agoda | priceline+tripcom",3,-426.639097024307,22.4654754038244,0.147274230143386,4.8109347973443e-12,1.45345909288246,0.5,0,"uniform","2025","all_sources",NA,"floor",4,447
"HWYNN001","agoda+priceline | booking_via_agoda | tripcom",3,-426.738890528458,22.3656818996729,0.133286754466114,4.55491533109561e-12,1.43610761100054,0.5,0,"uniform","2025","all_sources",NA,"floor",4,447
"HWYNN001","agoda+tripcom | booking_via_agoda | priceline",3,-427.081261498139,22.0233109299925,0.0946448898487272,1.27201863433622e-12,1.42381518259932,0.5,0,"uniform","2025","all_sources",NA,"floor",4,447
"HWYNN001","agoda+booking_via_agoda | priceline+tripcom",2,-427.216640873698,21.8879315544331,0.0826613805639956,1.1818855969126e-11,1.50964929857034,0.5,0,"uniform","2025","all_sources",NA,"floor",4,447
"HWYNN001","agoda+tripcom | booking_via_agoda+priceline",2,-427.392969235063,21.7116031930686,0.0692985615618737,1.26526272742896e-11,1.53637011031575,0.5,0,"uniform","2025","all_sources",NA,"floor",4,447
